Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,JobRole,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Travel_Frequently,183,Research & Development,8,4,87,Research Director,Human Resources,4,M,1,2,2,4,Married,5,No,14,4,3,17,1,13,6,13,9,No
51,Non-Travel,405,Research & Development,8,4,89,Sales Representative,Medical,1,M,1,1,4,2,Married,8,No,15,2,3,1,3,9,16,13,15,Yes
41,Travel_Frequently,1045,Human Resources,29,4,65,Laboratory Technician,Medical,1,M,2,0,2,4,Single,2,No,21,3,3,30,3,17,17,5,2,No
42,Travel_Frequently,1033,Research & Development,50,4,39,Healthcare Representative,Life Sciences,3,F,2,6,3,3,Married,8,No,17,3,3,13,3,24,15,1,16,No
58,Travel_Rarely,1313,Human Resources,37,2,89,Human Resources,Life Sciences,3,M,3,2,1,1,Single,5,No,21,4,1,4,2,26,4,0,5,Yes
46,Travel_Frequently,182,Research & Development,20,3,110,Manufacturing Director,Medical,3,M,4,2,2,3,Married,8,No,19,2,1,38,3,17,1,0,1,Yes
37,Travel_Frequently,489,Research & Development,35,4,122,Manufacturing Director,Medical,3,M,3,1,2,3,Single,6,No,23,3,2,24,3,32,14,10,4,No
35,Travel_Rarely,1210,Sales,14,5,40,Manufacturing Director,Other,4,F,2,1,4,3,Single,0,No,18,2,2,6,3,2,12,11,7,No
36,Non-Travel,716,Human Resources,48,5,47,Sales Executive,Technical Degree,3,F,1,3,1,4,Married,4,No,10,1,2,27,2,20,3,4,7,No
42,Non-Travel,134,Research & Development,26,2,59,Research Director,Sales,4,M,4,2,1,1,Single,4,No,15,3,0,32,2,10,11,1,14,Yes
38,Travel_Rarely,1128,Sales,44,4,99,Research Scientist,Medical,2,F,3,1,2,2,Single,5,No,15,2,3,25,1,6,19,3,1,Yes
27,Travel_Frequently,762,Sales,9,5,74,Research Scientist,Medical,1,M,2,3,4,2,Single,7,No,23,4,3,36,3,4,17,12,15,Yes
26,Non-Travel,288,Human Resources,12,2,55,Sales Executive,Technical Degree,3,F,1,4,3,4,Married,4,No,16,3,0,5,2,21,19,2,2,No
18,Non-Travel,349,Research & Development,15,1,87,Laboratory Technician,Sales,2,F,3,4,3,4,Single,3,No,21,4,0,17,2,16,4,0,15,No
48,Non-Travel,914,Research & Development,46,1,143,Human Resources,Medical,2,M,1,3,4,1,Single,7,No,21,4,1,40,2,8,2,14,13,Yes
28,Travel_Frequently,518,Research & Development,11,5,57,Sales Executive,Life Sciences,3,M,3,6,1,2,Married,6,No,12,4,3,17,4,33,3,13,2,Yes
40,Travel_Rarely,1117,Sales,23,3,117,Sales Executive,Technical Degree,1,F,2,0,3,2,Single,7,No,14,3,2,31,1,31,4,9,9,Yes
55,Travel_Frequently,114,Sales,8,5,84,Manufacturing Director,Technical Degree,1,M,3,5,3,4,Single,6,No,16,1,3,37,3,9,6,3,15,No
53,Travel_Frequently,963,Research & Development,41,4,102,Sales Executive,Other,2,F,1,0,2,3,Married,4,No,11,2,2,36,1,4,7,9,1,Yes
39,Travel_Frequently,555,Research & Development,1,3,110,Sales Executive,Human Resources,4,M,2,3,2,1,Single,4,No,14,2,2,0,3,10,11,7,2,Yes
47,Travel_Frequently,768,Sales,43,3,137,Sales Executive,Sales,2,M,3,3,3,4,Single,7,No,25,3,2,25,1,28,16,15,11,No
50,Non-Travel,449,Research & Development,6,1,67,Sales Representative,Technical Degree,2,M,1,3,2,3,Married,3,No,17,4,1,17,1,30,4,6,11,No
47,Travel_Frequently,366,Human Resources,10,3,81,Manufacturing Director,Human Resources,3,F,1,5,4,1,Married,6,No,13,2,1,32,2,1,15,12,2,Yes
36,Non-Travel,1357,Sales,48,5,63,Research Scientist,Sales,1,M,3,3,4,2,Married,3,No,15,1,2,37,3,15,11,8,1,Yes
60,Travel_Rarely,423,Research & Development,41,4,131,Manager,Sales,2,F,3,5,3,1,Married,1,No,19,4,3,10,2,23,6,2,10,Yes
51,Non-Travel,1260,Sales,33,5,139,Research Director,Technical Degree,1,F,1,3,4,4,Married,6,No,20,3,2,38,1,34,18,13,14,No
32,Non-Travel,215,Human Resources,24,2,60,Sales Representative,Technical Degree,1,M,2,5,3,3,Married,7,No,24,1,1,31,4,0,1,8,10,Yes
58,Travel_Frequently,938,Human Resources,33,5,98,Research Director,Technical Degree,3,F,1,0,4,4,Married,7,No,22,4,3,32,2,35,6,12,11,No
36,Non-Travel,918,Human Resources,13,3,131,Sales Executive,Other,2,F,2,1,2,3,Single,8,No,10,3,1,40,2,31,1,1,15,Yes
27,Travel_Frequently,1359,Human Resources,33,4,70,Manufacturing Director,Sales,4,M,2,3,2,1,Married,2,No,12,1,3,11,2,2,9,4,7,Yes
35,Travel_Rarely,1254,Human Resources,33,3,105,Research Director,Life Sciences,3,F,4,6,1,4,Single,6,No,22,4,1,32,4,20,1,1,9,No
46,Non-Travel,417,Human Resources,1,5,131,Research Director,Medical,1,M,2,6,4,1,Married,0,No,24,1,2,37,1,13,19,0,9,Yes
44,Travel_Frequently,287,Human Resources,8,3,52,Research Director,Human Resources,1,M,3,1,4,2,Married,7,No,20,3,2,35,2,11,9,1,9,Yes
56,Travel_Frequently,1021,Research & Development,45,1,118,Human Resources,Other,2,M,3,6,1,2,Married,3,No,24,2,0,19,1,4,4,0,2,No
27,Non-Travel,840,Sales,42,3,66,Laboratory Technician,Other,1,F,3,5,2,2,Single,0,No,23,3,2,33,4,25,11,13,7,No
52,Travel_Frequently,949,Human Resources,8,2,136,Research Scientist,Technical Degree,1,F,3,3,1,3,Married,8,No,17,4,1,24,1,22,1,3,5,No
45,Travel_Frequently,443,Human Resources,18,4,137,Sales Executive,Human Resources,1,M,3,6,2,2,Married,2,No,18,2,2,32,4,19,1,12,4,Yes
51,Travel_Frequently,1136,Research & Development,11,5,53,Manufacturing Director,Human Resources,1,M,4,4,3,2,Single,5,No,24,2,2,35,2,26,13,4,14,Yes
53,Travel_Rarely,1300,Sales,23,1,111,Human Resources,Human Resources,2,M,3,3,3,1,Single,6,No,12,1,0,17,3,18,15,7,10,No
24,Travel_Rarely,1063,Sales,26,4,54,Manager,Human Resources,3,F,4,4,2,3,Single,0,No,16,3,2,0,1,2,5,1,14,No
36,Non-Travel,1398,Sales,48,4,52,Healthcare Representative,Life Sciences,4,F,2,6,1,2,Married,8,No,11,3,2,18,3,36,12,5,17,Yes
46,Travel_Rarely,337,Sales,24,3,43,Human Resources,Human Resources,4,F,3,1,2,3,Married,6,No,25,2,2,34,4,34,16,3,13,Yes
23,Travel_Rarely,1332,Research & Development,4,5,65,Research Director,Sales,3,M,1,5,1,4,Single,6,No,22,3,3,21,4,7,13,5,9,No
47,Non-Travel,1099,Sales,13,3,117,Research Director,Human Resources,3,M,4,3,2,3,Married,2,No,22,3,1,19,2,5,10,0,14,No
27,Travel_Frequently,378,Human Resources,41,4,142,Manufacturing Director,Technical Degree,3,F,3,1,2,1,Married,4,No,16,2,3,27,1,24,18,3,1,Yes
43,Non-Travel,1192,Research & Development,35,3,58,Healthcare Representative,Human Resources,4,M,4,3,1,3,Married,8,No,21,1,2,17,2,35,11,7,6,No
32,Non-Travel,117,Human Resources,11,1,136,Healthcare Representative,Human Resources,2,M,2,1,3,3,Single,8,No,17,2,0,2,1,21,16,15,17,No
31,Travel_Rarely,1355,Human Resources,47,5,136,Research Scientist,Sales,2,M,3,1,3,4,Single,3,No,18,4,2,39,2,22,5,3,14,No
55,Non-Travel,204,Human Resources,47,3,30,Sales Representative,Technical Degree,1,M,3,6,3,1,Married,0,No,20,2,1,34,2,29,6,6,9,No
48,Travel_Frequently,342,Research & Development,4,3,112,Sales Executive,Human Resources,4,F,3,2,1,2,Married,5,No,18,4,2,5,1,12,13,8,2,Yes
24,Travel_Rarely,937,Research & Development,44,4,67,Sales Executive,Sales,4,M,1,0,4,4,Married,6,No,15,4,3,16,4,36,12,4,6,No
50,Travel_Frequently,387,Sales,38,2,67,Sales Executive,Sales,1,F,3,0,4,3,Married,7,No,25,2,0,1,4,40,4,13,11,Yes
24,Non-Travel,1397,Sales,47,4,136,Manufacturing Director,Human Resources,4,F,2,1,4,3,Single,1,No,24,3,2,19,4,34,9,13,11,No
54,Non-Travel,278,Human Resources,33,1,68,Healthcare Representative,Technical Degree,2,M,2,1,1,3,Single,0,No,15,3,0,39,3,5,6,3,13,No
37,Travel_Frequently,694,Research & Development,38,2,135,Sales Executive,Life Sciences,3,M,4,3,2,4,Single,2,No,18,3,0,9,3,10,19,11,5,No
56,Travel_Rarely,812,Research & Development,29,3,135,Sales Executive,Sales,2,F,1,4,2,1,Married,8,No,10,3,1,1,2,20,14,1,9,Yes
43,Non-Travel,1285,Human Resources,34,1,72,Sales Representative,Human Resources,4,F,2,3,3,2,Single,7,No,17,1,1,10,3,15,0,2,6,No
49,Travel_Frequently,1150,Sales,4,3,122,Manufacturing Director,Life Sciences,2,M,1,3,4,3,Married,7,No,20,3,2,26,4,3,10,3,13,Yes
43,Travel_Rarely,658,Human Resources,10,5,86,Research Director,Human Resources,4,F,4,5,2,3,Single,8,No,15,4,3,16,4,24,20,0,2,No
35,Travel_Frequently,269,Sales,11,1,91,Healthcare Representative,Human Resources,2,F,1,6,2,3,Single,1,No,11,3,0,13,2,26,7,15,17,No
37,Travel_Rarely,1382,Human Resources,29,5,39,Sales Executive,Sales,4,F,1,4,2,1,Married,1,No,14,2,2,35,2,22,19,2,17,Yes
46,Travel_Frequently,149,Sales,30,2,114,Research Director,Medical,1,M,1,3,4,3,Married,4,No,13,4,1,26,3,32,5,6,9,No
46,Travel_Frequently,575,Sales,39,5,30,Sales Executive,Human Resources,2,M,1,3,2,4,Single,1,No,20,4,2,0,3,3,7,2,7,No
28,Travel_Rarely,581,Sales,22,4,130,Research Scientist,Human Resources,4,F,4,5,4,2,Married,8,No,14,1,3,23,1,38,5,5,6,Yes
36,Non-Travel,1429,Human Resources,11,4,70,Sales Executive,Medical,1,F,2,3,4,3,Single,2,No,18,3,2,20,2,33,1,10,12,Yes
19,Travel_Rarely,412,Sales,47,4,136,Manager,Sales,3,F,2,2,1,3,Single,1,No,17,2,3,6,2,16,3,4,17,No
23,Travel_Frequently,1232,Human Resources,41,3,131,Manager,Life Sciences,4,F,2,5,3,2,Married,3,No,22,1,1,9,3,26,7,4,6,Yes
38,Travel_Frequently,1271,Sales,44,3,110,Sales Executive,Sales,2,F,4,0,4,4,Single,3,No,18,4,2,22,4,21,7,2,2,No
25,Non-Travel,274,Human Resources,17,5,141,Manufacturing Director,Medical,4,F,4,3,4,2,Married,7,No,25,3,2,27,1,3,9,5,17,Yes
41,Non-Travel,1353,Research & Development,7,4,62,Sales Executive,Human Resources,4,F,1,1,3,4,Single,4,No,23,4,2,20,4,4,9,12,4,No
50,Travel_Rarely,614,Sales,4,5,107,Research Director,Sales,1,M,1,0,3,1,Married,7,No,15,4,3,15,2,34,0,8,16,Yes
46,Non-Travel,146,Human Resources,25,2,113,Research Director,Sales,2,M,1,2,4,3,Married,6,No,25,2,1,14,2,16,9,14,14,Yes
27,Travel_Rarely,777,Human Resources,50,2,150,Manager,Other,2,F,1,4,2,2,Married,7,No,20,2,1,3,2,36,11,9,4,Yes
32,Non-Travel,1192,Research & Development,2,2,60,Laboratory Technician,Technical Degree,2,M,2,2,3,3,Married,6,No,22,4,0,10,1,39,5,4,6,Yes
28,Non-Travel,1302,Sales,27,1,109,Sales Representative,Sales,3,M,1,2,2,1,Married,3,No,24,1,0,35,4,7,4,5,2,Yes
44,Non-Travel,430,Sales,15,2,127,Sales Executive,Medical,3,F,2,1,4,1,Single,1,No,16,3,0,18,4,8,10,12,14,No
19,Travel_Frequently,1486,Sales,15,1,93,Human Resources,Technical Degree,4,F,3,1,2,4,Single,5,No,17,3,0,10,1,27,6,4,14,No
39,Travel_Rarely,1382,Sales,34,4,47,Human Resources,Life Sciences,3,M,1,0,1,3,Single,3,No,15,3,3,30,3,20,12,15,2,No
36,Travel_Rarely,412,Research & Development,23,5,91,Research Director,Other,4,M,4,3,1,1,Married,5,No,24,1,2,36,3,39,14,2,17,No
41,Travel_Rarely,858,Research & Development,46,1,53,Sales Representative,Medical,2,M,4,3,1,1,Single,7,No,20,1,1,2,2,1,17,7,15,No
48,Non-Travel,176,Human Resources,28,5,100,Research Director,Life Sciences,1,F,3,0,4,4,Single,0,No,15,4,2,21,1,38,6,1,1,No
34,Travel_Rarely,930,Human Resources,8,1,41,Sales Representative,Sales,4,M,2,5,4,2,Married,4,No,23,2,1,12,4,30,12,15,5,No
43,Non-Travel,287,Sales,12,2,117,Research Scientist,Technical Degree,3,M,1,6,1,1,Married,4,No,19,2,0,23,1,15,20,7,10,No
35,Travel_Frequently,224,Human Resources,1,2,127,Sales Executive,Technical Degree,3,M,2,5,1,2,Married,7,No,13,4,0,32,1,1,1,0,7,Yes
56,Travel_Rarely,1226,Human Resources,49,1,108,Sales Representative,Sales,2,F,1,4,4,2,Single,5,No,17,2,1,37,4,29,17,15,16,Yes
31,Travel_Rarely,312,Sales,40,4,136,Manufacturing Director,Medical,1,M,3,0,4,3,Single,3,No,11,2,2,14,3,19,17,4,10,No
22,Travel_Frequently,784,Sales,7,5,79,Manager,Technical Degree,4,M,1,3,2,2,Married,5,No,10,3,3,13,4,10,15,3,1,Yes
42,Travel_Frequently,959,Sales,45,3,120,Manager,Human Resources,1,M,1,3,3,1,Single,5,No,16,4,2,34,4,3,14,9,2,No
44,Travel_Frequently,1212,Research & Development,28,3,104,Research Director,Technical Degree,1,F,2,4,3,3,Single,2,No,16,1,2,10,4,34,15,13,12,No
47,Travel_Frequently,1104,Human Resources,41,3,119,Manager,Life Sciences,4,M,4,5,3,3,Married,5,No,23,1,2,33,3,24,19,14,16,Yes
60,Travel_Frequently,226,Human Resources,11,4,101,Manufacturing Director,Other,4,F,2,5,1,4,Single,5,No,25,4,3,21,2,9,8,0,6,No
29,Non-Travel,1170,Research & Development,15,1,55,Laboratory Technician,Medical,4,M,3,2,3,4,Married,5,No,16,1,1,0,1,37,13,6,0,No
31,Non-Travel,944,Human Resources,44,1,111,Healthcare Representative,Medical,2,M,3,4,4,1,Married,0,No,17,1,1,28,3,38,15,0,14,Yes
49,Travel_Rarely,1421,Sales,33,1,73,Healthcare Representative,Medical,4,F,3,3,3,2,Married,6,No,11,3,0,22,4,26,19,15,14,Yes
45,Travel_Rarely,1275,Human Resources,45,5,97,Manager,Human Resources,3,M,1,0,3,4,Married,2,No,13,3,3,15,1,0,16,9,10,No
27,Travel_Rarely,166,Human Resources,18,3,133,Manager,Other,4,M,1,4,1,3,Married,7,No,16,3,2,23,1,26,15,5,6,No
57,Travel_Frequently,559,Sales,20,2,101,Research Director,Technical Degree,4,M,4,4,3,3,Single,5,No,18,3,0,38,4,23,15,1,10,Yes
42,Travel_Rarely,564,Sales,27,1,76,Healthcare Representative,Sales,3,M,3,5,2,4,Married,7,No,23,2,0,23,2,27,19,13,11,No
52,Travel_Rarely,165,Research & Development,2,5,136,Manufacturing Director,Medical,2,M,1,2,4,2,Married,1,No,18,4,3,11,3,4,9,4,10,No
34,Travel_Rarely,1473,Human Resources,30,3,144,Sales Executive,Technical Degree,1,M,1,6,2,2,Married,6,No,25,2,2,26,1,36,16,14,6,No
56,Travel_Rarely,1391,Human Resources,26,4,141,Manufacturing Director,Sales,2,F,1,0,3,3,Married,3,No,17,4,2,25,4,12,4,8,1,No
29,Non-Travel,793,Sales,31,3,137,Research Scientist,Other,1,F,1,3,4,2,Single,8,No,10,3,1,34,2,30,5,13,17,Yes
57,Non-Travel,534,Research & Development,42,4,62,Manufacturing Director,Sales,4,M,3,2,4,2,Single,8,No,23,4,2,3,1,27,10,13,3,Yes
24,Travel_Rarely,620,Research & Development,11,3,50,Sales Executive,Technical Degree,4,M,4,2,2,4,Single,8,No,17,4,2,16,2,9,15,9,6,No
28,Travel_Frequently,1263,Sales,33,4,97,Research Scientist,Technical Degree,3,M,2,6,3,3,Married,5,No,11,4,3,10,1,0,17,7,10,No
37,Travel_Rarely,352,Human Resources,4,5,106,Research Director,Technical Degree,4,F,2,6,3,1,Married,7,No,22,4,3,39,4,0,4,6,15,Yes
29,Travel_Frequently,635,Research & Development,33,5,133,Research Scientist,Technical Degree,1,F,2,1,1,4,Single,0,No,13,4,2,0,2,20,2,9,9,No
19,Travel_Rarely,1090,Human Resources,30,3,123,Research Director,Other,1,F,1,2,1,3,Married,8,No,18,3,1,35,3,11,14,12,7,Yes
42,Non-Travel,590,Sales,37,2,45,Laboratory Technician,Life Sciences,4,M,3,5,4,2,Single,8,No,10,2,1,37,2,8,10,0,15,Yes
45,Non-Travel,1460,Research & Development,35,2,95,Research Director,Sales,2,F,4,6,4,1,Single,5,No,19,1,1,17,2,3,1,0,10,Yes
28,Travel_Frequently,255,Human Resources,34,3,37,Sales Representative,Sales,1,M,3,1,3,1,Married,2,No,14,4,1,7,1,13,12,1,17,No
39,Travel_Rarely,830,Sales,41,5,65,Manufacturing Director,Sales,4,M,4,5,4,3,Married,5,No,20,3,3,29,2,16,5,9,11,Yes
30,Travel_Frequently,774,Research & Development,6,1,125,Healthcare Representative,Other,1,F,3,1,3,3,Married,8,No,20,4,0,9,3,18,11,7,14,Yes
40,Travel_Frequently,979,Sales,37,2,140,Manufacturing Director,Technical Degree,4,M,2,3,2,3,Married,8,No,23,2,1,11,4,21,5,0,5,No
53,Non-Travel,396,Research & Development,45,1,104,Laboratory Technician,Other,1,M,3,3,4,3,Single,3,No,18,3,1,28,2,8,17,15,1,Yes
26,Travel_Rarely,1125,Research & Development,46,5,72,Manufacturing Director,Sales,1,F,1,3,1,3,Single,6,No,18,3,2,32,2,36,2,12,10,No
43,Non-Travel,438,Sales,16,1,141,Human Resources,Life Sciences,4,M,1,6,4,2,Married,1,No,25,4,1,31,4,17,19,12,3,Yes
38,Non-Travel,220,Sales,10,5,125,Sales Executive,Medical,3,F,4,6,3,3,Single,4,No,11,3,3,32,3,10,17,4,16,Yes
33,Non-Travel,126,Sales,50,5,93,Manufacturing Director,Other,3,F,3,4,1,4,Single,6,No,18,2,3,14,1,15,13,1,12,No
52,Travel_Rarely,385,Sales,37,3,113,Research Scientist,Other,4,F,2,6,4,1,Single,8,No,12,1,2,0,4,28,10,9,12,Yes
25,Travel_Frequently,987,Research & Development,30,5,79,Sales Executive,Sales,3,M,2,0,4,4,Married,5,No,12,1,2,35,4,24,8,8,7,No
55,Non-Travel,681,Sales,34,5,79,Research Scientist,Technical Degree,1,F,3,6,3,4,Married,0,No,19,3,2,12,2,10,18,4,13,No
34,Travel_Frequently,1107,Research & Development,38,3,74,Research Director,Life Sciences,3,M,3,0,2,3,Married,3,No,22,4,1,8,3,2,2,6,0,Yes
37,Travel_Frequently,562,Human Resources,7,2,130,Sales Executive,Life Sciences,1,M,3,2,1,3,Married,5,No,20,3,1,4,1,36,19,15,11,No
45,Non-Travel,105,Human Resources,8,5,77,Sales Executive,Technical Degree,4,F,3,4,1,1,Single,3,No,13,2,3,23,3,19,10,13,4,Yes
18,Travel_Frequently,219,Human Resources,5,5,102,Research Director,Other,3,F,3,2,1,1,Single,1,No,15,4,3,12,1,10,19,3,5,No
35,Non-Travel,752,Sales,48,4,110,Manufacturing Director,Other,3,M,1,6,2,2,Married,6,No,23,1,3,11,4,20,5,13,3,Yes
32,Travel_Rarely,959,Sales,50,5,88,Sales Executive,Sales,1,M,4,5,2,1,Married,5,No,10,3,3,24,1,20,4,8,1,Yes
45,Travel_Frequently,1011,Sales,47,3,73,Sales Representative,Human Resources,1,M,4,6,2,3,Single,1,No,10,4,1,16,1,8,2,12,11,Yes
54,Travel_Frequently,121,Sales,9,5,132,Research Director,Human Resources,1,M,4,3,4,1,Married,7,No,25,2,2,31,3,7,17,3,11,No
40,Non-Travel,426,Research & Development,14,4,142,Sales Executive,Other,1,F,2,6,1,2,Married,8,No,20,3,2,9,3,14,14,9,3,Yes
33,Travel_Frequently,1174,Human Resources,41,3,105,Research Director,Life Sciences,4,M,4,3,4,2,Single,8,No,19,3,2,7,4,38,6,6,1,Yes
57,Travel_Rarely,720,Sales,13,4,31,Sales Representative,Life Sciences,2,M,3,1,1,3,Married,8,No,24,4,3,0,2,27,15,13,4,No
36,Non-Travel,668,Sales,12,3,140,Sales Executive,Medical,1,M,1,1,3,3,Married,0,No,12,2,1,33,4,37,14,2,12,Yes
23,Travel_Frequently,194,Human Resources,31,5,150,Sales Executive,Sales,1,F,4,0,2,3,Married,6,No,11,3,2,4,3,2,7,8,10,No
59,Travel_Frequently,869,Sales,2,4,98,Human Resources,Medical,4,F,4,6,4,1,Single,7,No,16,4,3,39,2,1,6,0,12,Yes
55,Travel_Rarely,934,Sales,10,2,131,Sales Executive,Medical,1,F,2,6,4,3,Single,0,No,17,4,0,17,4,23,9,0,12,No
25,Travel_Frequently,879,Research & Development,45,2,148,Research Scientist,Technical Degree,2,F,1,5,1,1,Married,5,No,17,3,1,29,1,38,5,12,11,Yes
40,Travel_Rarely,1388,Human Resources,42,3,54,Sales Executive,Life Sciences,4,F,1,1,3,4,Married,1,No,16,3,2,13,3,33,0,0,3,No
52,Travel_Frequently,1210,Sales,13,2,142,Manufacturing Director,Life Sciences,4,M,1,2,3,3,Single,8,No,15,1,0,3,3,18,13,4,7,Yes
31,Non-Travel,878,Research & Development,20,4,55,Laboratory Technician,Other,4,F,4,5,2,3,Married,0,No,16,3,3,27,2,0,15,2,4,Yes
24,Travel_Rarely,756,Sales,34,3,51,Laboratory Technician,Other,4,M,3,1,4,1,Single,0,No,14,2,1,4,3,13,5,11,9,No
27,Non-Travel,429,Sales,27,3,139,Manufacturing Director,Life Sciences,1,M,1,4,3,1,Married,2,No,24,2,2,19,1,3,4,8,13,Yes
38,Travel_Rarely,422,Human Resources,42,2,95,Manufacturing Director,Medical,1,M,3,0,1,2,Single,0,No,18,4,1,28,4,13,3,6,10,Yes
30,Non-Travel,973,Human Resources,39,2,59,Healthcare Representative,Life Sciences,2,M,2,4,1,2,Single,5,No,14,1,1,13,2,29,12,3,1,Yes
54,Travel_Rarely,1223,Human Resources,26,2,72,Human Resources,Sales,3,M,3,2,1,1,Single,1,No,25,1,0,32,3,40,7,14,7,No
31,Travel_Frequently,1261,Research & Development,9,5,70,Human Resources,Other,3,M,3,2,4,4,Single,5,No,20,4,2,32,3,34,13,5,10,No
27,Travel_Frequently,1264,Sales,19,2,110,Sales Executive,Technical Degree,2,M,1,5,3,1,Single,0,No,21,4,1,13,3,23,14,10,11,Yes
39,Non-Travel,1224,Research & Development,12,3,71,Human Resources,Human Resources,3,M,4,0,4,3,Single,8,No,15,4,2,3,4,14,7,15,7,No
55,Travel_Frequently,655,Sales,4,5,141,Manufacturing Director,Human Resources,3,F,2,2,4,4,Single,3,No,14,2,2,16,1,34,12,12,12,Yes
24,Non-Travel,245,Human Resources,19,4,53,Healthcare Representative,Sales,4,M,3,0,1,3,Married,2,No,13,4,3,15,4,25,5,10,16,Yes
45,Non-Travel,1465,Research & Development,49,3,69,Healthcare Representative,Other,3,F,1,5,4,2,Single,7,No,24,1,2,18,2,17,13,10,7,No
50,Travel_Frequently,475,Sales,45,1,72,Human Resources,Sales,4,M,3,5,3,3,Married,2,No,16,3,0,16,4,13,17,10,3,Yes
42,Non-Travel,1079,Research & Development,15,4,58,Sales Representative,Medical,4,M,1,3,2,2,Single,6,No,25,1,2,0,1,10,4,3,12,No
44,Travel_Frequently,803,Human Resources,36,5,97,Sales Executive,Human Resources,4,F,1,2,4,1,Married,7,No,12,1,3,11,3,3,10,11,13,Yes
29,Travel_Frequently,493,Research & Development,27,1,130,Laboratory Technician,Medical,1,M,2,5,2,1,Married,5,No,12,3,0,20,4,25,13,5,11,No
35,Travel_Frequently,1086,Sales,6,2,109,Manufacturing Director,Technical Degree,3,F,1,5,3,1,Married,3,No,15,3,1,32,4,35,20,15,12,No
40,Travel_Frequently,1119,Sales,4,2,111,Manufacturing Director,Medical,4,M,4,4,4,1,Single,2,No,22,4,1,23,3,37,10,15,16,Yes
40,Travel_Rarely,649,Research & Development,22,4,142,Research Director,Other,3,M,2,2,4,4,Single,5,No,25,2,3,14,2,9,5,10,2,No
52,Non-Travel,328,Human Resources,27,4,117,Research Director,Human Resources,2,F,3,3,4,2,Married,8,No,10,4,2,8,2,6,18,4,9,Yes
50,Travel_Rarely,525,Research & Development,2,5,77,Research Scientist,Human Resources,1,M,2,2,3,2,Married,5,No,20,3,2,27,3,6,16,14,4,Yes
26,Travel_Frequently,700,Research & Development,3,5,54,Human Resources,Technical Degree,3,M,4,1,1,3,Married,3,No,14,4,3,39,2,29,7,15,11,No
45,Travel_Frequently,1382,Human Resources,8,2,47,Human Resources,Human Resources,1,F,3,3,2,3,Single,6,No,21,2,0,7,3,31,4,3,1,Yes
53,Travel_Frequently,1075,Sales,21,2,106,Manager,Other,1,F,1,2,1,2,Married,1,No,18,2,1,20,2,24,3,9,6,Yes
50,Travel_Frequently,1269,Human Resources,34,5,146,Manufacturing Director,Other,3,M,1,3,1,1,Single,6,No,19,3,2,9,2,40,1,11,10,No
31,Travel_Rarely,355,Sales,43,2,140,Sales Executive,Human Resources,4,M,4,3,4,2,Single,3,No,22,1,0,23,3,38,18,15,2,No
47,Non-Travel,616,Sales,5,3,114,Sales Executive,Medical,1,F,1,4,2,4,Single,6,No,12,1,1,34,2,18,8,12,4,Yes
18,Travel_Frequently,672,Research & Development,30,4,87,Research Director,Medical,4,M,1,2,2,2,Single,0,No,18,3,3,4,2,7,17,5,5,No
28,Non-Travel,396,Research & Development,26,3,144,Sales Executive,Sales,2,M,3,4,3,3,Single,3,No,21,4,1,4,3,19,18,2,3,Yes
41,Travel_Rarely,142,Human Resources,28,5,47,Manufacturing Director,Sales,4,F,3,4,1,1,Married,5,No,19,1,2,33,4,26,5,6,10,Yes
27,Travel_Rarely,1151,Human Resources,4,5,105,Research Director,Life Sciences,4,M,3,2,3,3,Single,5,No,22,3,3,38,1,22,8,13,2,No
27,Travel_Frequently,300,Human Resources,44,3,51,Human Resources,Life Sciences,4,M,1,2,1,2,Married,3,No,14,3,2,25,4,15,16,8,11,Yes
42,Travel_Frequently,134,Research & Development,20,4,31,Sales Representative,Other,3,M,2,6,2,3,Single,4,No,24,2,2,38,2,21,8,7,14,No
49,Travel_Rarely,497,Research & Development,47,1,72,Sales Representative,Sales,1,F,3,4,4,1,Married,2,No,17,1,0,5,1,17,12,7,10,No
40,Non-Travel,1058,Sales,17,4,100,Sales Executive,Other,1,F,3,0,2,4,Single,6,No,18,2,2,38,2,19,4,12,7,No
30,Non-Travel,1108,Human Resources,16,5,77,Human Resources,Sales,2,F,4,3,1,2,Married,5,No,21,4,3,6,1,24,11,9,3,Yes
42,Travel_Frequently,1127,Research & Development,39,4,91,Laboratory Technician,Human Resources,2,F,3,4,1,1,Married,4,No,12,2,3,27,1,21,14,12,16,No
30,Travel_Frequently,1464,Research & Development,11,1,36,Human Resources,Human Resources,1,F,1,0,4,4,Married,5,No,21,3,1,13,3,37,0,10,14,No
43,Travel_Rarely,1442,Human Resources,27,2,33,Human Resources,Technical Degree,4,F,2,6,1,4,Single,6,No,10,3,0,21,3,29,16,11,4,No
49,Travel_Frequently,658,Human Resources,38,3,137,Research Director,Human Resources,1,F,1,5,2,4,Married,1,No,15,2,1,20,1,28,20,5,12,Yes
41,Non-Travel,179,Research & Development,2,5,80,Research Director,Other,1,M,4,5,4,2,Single,2,No,22,1,2,16,1,7,5,15,1,Yes
