Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Travel_Rarely,1302,Research & Development,19,1,67,16290,4066,Laboratory Technician,3,Other,1,1619,4,Male,2,3,1,3,Divorced,1,Y,No,11,1,80,2,7,3,7,7,0,7,No
35,Travel_Rarely,819,Research & Development,18,2,48,26312,5208,Research Scientist,5,Life Sciences,1,1621,2,Male,4,2,1,3,Married,1,Y,No,11,4,80,0,16,3,16,15,1,10,No
28,Travel_Rarely,580,Research & Development,27,2,39,20460,4877,Manufacturing Director,3,Medical,1,1622,2,Female,1,5,1,4,Divorced,0,Y,No,21,2,80,1,6,2,5,3,0,0,No
21,Travel_Rarely,546,Research & Development,5,1,97,26009,3117,Research Scientist,1,Medical,1,1623,3,Male,3,2,4,3,Single,1,Y,No,18,3,80,0,3,3,2,2,2,2,No
18,Travel_Frequently,544,Sales,3,1,70,18420,1569,Sales Representative,2,Medical,1,1624,2,Female,3,2,4,3,Single,1,Y,Yes,12,3,80,0,0,4,0,0,0,0,Yes
47,Travel_Rarely,1176,Human Resources,26,5,98,5220,19658,Manager,4,Life Sciences,1,1625,4,Female,3,2,3,3,Married,3,Y,No,11,3,80,1,27,3,5,2,1,0,No
39,Travel_Rarely,170,Research & Development,3,2,76,10302,3069,Laboratory Technician,2,Medical,1,1627,3,Male,2,3,3,3,Divorced,0,Y,No,15,4,80,1,11,3,10,8,0,7,No
40,Travel_Rarely,884,Research & Development,15,3,80,25800,10435,Manufacturing Director,3,Life Sciences,1,1628,1,Female,2,2,3,3,Married,1,Y,No,13,4,80,2,18,3,18,15,14,12,No
35,Non-Travel,208,Research & Development,8,2,52,12250,4148,Healthcare Representative,4,Life Sciences,1,1630,3,Female,3,5,3,3,Married,1,Y,No,12,4,80,1,15,3,14,11,2,9,No
37,Travel_Rarely,671,Research & Development,19,2,85,26493,5768,Manufacturing Director,3,Life Sciences,1,1631,3,Male,3,2,3,3,Married,3,Y,No,17,1,80,3,9,2,4,3,0,2,No
39,Travel_Frequently,711,Research & Development,4,2,81,3140,5042,Manufacturing Director,3,Medical,1,1633,1,Female,3,2,3,3,Single,0,Y,No,13,4,80,0,10,1,9,2,3,8,No
45,Travel_Rarely,1329,Research & Development,2,2,59,5388,5770,Manufacturing Director,2,Other,1,1635,4,Female,2,3,4,3,Divorced,1,Y,No,19,1,80,2,10,3,10,7,3,9,No
38,Travel_Rarely,397,Research & Development,2,3,54,14199,7756,Manufacturing Director,2,Medical,1,1638,4,Female,2,6,3,3,Married,3,Y,Yes,19,4,80,1,10,4,5,4,0,2,No
35,Travel_Rarely,737,Sales,10,3,55,21530,10306,Sales Executive,3,Medical,1,1639,4,Male,2,3,1,3,Married,9,Y,No,17,3,80,0,15,3,13,12,6,0,Yes
37,Travel_Rarely,1470,Research & Development,10,1,71,9953,3936,Research Scientist,3,Medical,1,1640,2,Female,3,2,2,3,Married,1,Y,No,11,1,80,1,8,1,8,4,7,7,No
40,Travel_Rarely,448,Research & Development,16,3,84,19948,7945,Manufacturing Director,3,Life Sciences,1,1641,3,Female,3,2,4,3,Single,6,Y,Yes,15,4,80,0,18,2,4,2,3,3,No
44,Travel_Frequently,602,Human Resources,1,2,37,10503,5743,Human Resources,5,Human Resources,1,1642,1,Male,3,3,4,3,Married,4,Y,Yes,11,3,80,0,14,3,10,7,0,2,No
48,Travel_Frequently,365,Research & Development,4,4,89,5602,15202,Manager,5,Medical,1,1644,3,Male,2,3,4,4,Married,2,Y,No,25,2,80,1,23,3,2,2,2,2,No
35,Travel_Rarely,763,Sales,15,2,59,22098,5440,Sales Executive,2,Medical,1,1645,1,Male,1,2,4,3,Divorced,6,Y,Yes,14,4,80,2,7,2,2,2,2,2,Yes
24,Travel_Frequently,567,Research & Development,2,1,32,17218,3760,Research Scientist,1,Technical Degree,1,1646,1,Female,3,2,4,3,Single,1,Y,Yes,13,3,80,0,6,3,6,3,1,3,No
27,Travel_Rarely,486,Research & Development,8,1,86,22490,3517,Research Scientist,3,Medical,1,1647,2,Female,4,0,3,3,Married,7,Y,No,17,1,80,0,5,3,3,2,0,2,No
27,Travel_Frequently,591,Research & Development,2,1,87,6297,2580,Research Scientist,3,Medical,1,1648,4,Male,3,0,4,3,Single,2,Y,No,13,3,80,0,6,2,4,2,1,2,No
40,Travel_Rarely,1329,Research & Development,7,1,73,3339,2166,Laboratory Technician,3,Life Sciences,1,1649,1,Male,3,3,1,3,Single,3,Y,Yes,14,2,80,0,10,1,4,2,0,3,Yes
29,Travel_Rarely,469,Sales,10,2,42,23413,5869,Sales Executive,3,Medical,1,1650,3,Male,2,2,3,3,Single,9,Y,No,11,3,80,0,8,3,5,2,1,4,No
36,Travel_Rarely,711,Research & Development,5,3,42,22792,8008,Healthcare Representative,4,Life Sciences,1,1651,2,Female,3,6,1,3,Married,4,Y,No,12,3,80,2,9,3,3,2,0,2,No
25,Travel_Frequently,772,Research & Development,2,2,77,4973,5206,Manufacturing Director,1,Life Sciences,1,1653,4,Male,4,6,3,3,Divorced,1,Y,No,17,3,80,2,7,3,7,7,0,7,No
39,Travel_Rarely,492,Research & Development,12,2,66,7693,5295,Manufacturing Director,3,Medical,1,1654,4,Male,3,3,2,4,Married,4,Y,No,21,3,80,0,7,3,5,4,1,0,No
49,Travel_Rarely,301,Research & Development,22,4,72,3498,16413,Research Director,4,Other,1,1655,1,Female,3,2,2,3,Married,3,Y,No,16,2,80,2,27,3,4,2,1,2,No
50,Travel_Rarely,813,Research & Development,17,3,50,21981,13269,Research Director,5,Life Sciences,1,1656,4,Female,2,3,1,3,Divorced,5,Y,No,15,3,80,3,19,3,14,11,1,11,No
20,Travel_Rarely,1141,Sales,2,1,31,13251,2783,Sales Representative,3,Medical,1,1657,3,Female,3,3,3,3,Single,1,Y,No,19,1,80,0,2,3,2,2,2,2,No
34,Travel_Rarely,1130,Research & Development,3,2,66,19332,5433,Research Scientist,3,Life Sciences,1,1658,4,Female,3,2,2,3,Divorced,1,Y,No,12,3,80,1,11,3,11,8,7,9,No
36,Travel_Rarely,311,Research & Development,7,1,77,10950,2013,Laboratory Technician,3,Life Sciences,1,1659,1,Male,3,4,2,3,Single,2,Y,No,11,3,80,0,15,3,4,3,1,3,No
49,Travel_Rarely,465,Research & Development,6,4,41,11652,13966,Healthcare Representative,1,Life Sciences,1,1661,3,Female,2,3,3,3,Married,2,Y,Yes,19,2,80,1,30,3,15,11,2,12,No
36,Non-Travel,894,Research & Development,1,2,33,15411,4374,Manufacturing Director,4,Medical,1,1662,4,Female,2,6,3,3,Married,0,Y,No,15,3,80,0,4,3,3,2,1,2,No
36,Travel_Rarely,1040,Research & Development,3,2,79,26308,6842,Healthcare Representative,2,Life Sciences,1,1664,4,Male,4,3,1,4,Divorced,6,Y,No,20,1,80,1,13,3,5,4,0,4,No
54,Travel_Rarely,584,Research & Development,22,4,91,18685,17426,Manager,5,Medical,1,1665,2,Female,3,6,3,4,Married,3,Y,No,25,3,80,1,36,3,10,8,4,7,No
43,Travel_Rarely,1291,Research & Development,15,4,65,3525,17603,Research Director,2,Life Sciences,1,1666,3,Male,2,3,3,4,Married,1,Y,No,24,1,80,1,14,3,14,10,6,11,No
35,Travel_Frequently,880,Sales,12,2,36,10414,4581,Sales Executive,4,Other,1,1667,4,Male,3,2,4,4,Single,3,Y,Yes,24,1,80,0,13,4,11,9,6,7,Yes
38,Travel_Frequently,1189,Research & Development,1,2,90,9867,4735,Research Scientist,3,Life Sciences,1,1668,4,Male,3,4,4,3,Married,7,Y,No,15,4,80,2,19,4,13,11,2,9,No
29,Travel_Rarely,991,Sales,5,2,43,3356,4187,Sales Executive,3,Medical,1,1669,1,Male,2,3,2,3,Divorced,1,Y,Yes,13,2,80,1,10,2,10,0,0,9,No
33,Travel_Rarely,392,Sales,2,2,93,3921,5505,Sales Executive,4,Medical,1,1670,4,Male,3,5,4,3,Divorced,1,Y,No,14,3,80,2,6,3,6,2,0,4,No
32,Travel_Rarely,977,Research & Development,2,2,45,25518,5470,Research Scientist,3,Medical,1,1671,4,Male,3,4,2,3,Divorced,0,Y,No,13,3,80,2,10,2,9,5,1,6,No
31,Travel_Rarely,1112,Sales,5,2,67,22589,5476,Sales Executive,4,Life Sciences,1,1673,1,Female,3,2,4,3,Married,1,Y,No,11,1,80,2,10,3,10,0,0,2,No
49,Travel_Rarely,464,Research & Development,16,1,74,24941,2587,Laboratory Technician,3,Medical,1,1674,4,Female,3,2,1,3,Divorced,4,Y,Yes,16,2,80,1,17,2,2,2,2,2,No
38,Travel_Frequently,148,Research & Development,2,1,42,23826,2440,Laboratory Technician,3,Medical,1,1675,4,Female,2,3,2,4,Single,1,Y,No,22,2,80,0,4,3,4,3,3,3,No
47,Travel_Rarely,1225,Sales,2,4,47,21086,15972,Manager,4,Life Sciences,1,1676,2,Female,4,2,2,3,Divorced,6,Y,No,14,3,80,3,29,3,3,2,1,2,No
49,Travel_Rarely,809,Research & Development,1,4,36,22384,15379,Manager,3,Life Sciences,1,1677,3,Male,3,2,3,3,Single,4,Y,No,14,1,80,0,23,3,8,7,0,0,No
41,Travel_Rarely,1206,Sales,23,3,80,11591,7082,Sales Executive,2,Life Sciences,1,1678,4,Male,3,2,3,3,Single,3,Y,Yes,16,4,80,0,21,3,2,0,0,2,No
20,Travel_Rarely,727,Sales,9,1,54,21082,2728,Sales Representative,1,Life Sciences,1,1680,4,Male,3,3,1,3,Single,1,Y,No,11,1,80,0,2,3,2,2,0,2,No
33,Non-Travel,530,Sales,16,2,36,16130,5368,Sales Executive,3,Life Sciences,1,1681,3,Female,3,2,4,4,Divorced,1,Y,Yes,25,3,80,1,7,3,6,5,1,2,No
36,Travel_Rarely,1351,Research & Development,26,2,80,7419,5347,Healthcare Representative,4,Life Sciences,1,1682,1,Male,3,2,3,3,Married,6,Y,No,14,2,80,2,10,2,3,2,0,2,No
44,Travel_Rarely,528,Human Resources,1,1,44,4167,3195,Human Resources,3,Life Sciences,1,1683,3,Female,3,2,4,3,Divorced,4,Y,Yes,18,1,80,3,8,3,2,2,2,2,No
23,Travel_Rarely,1320,Research & Development,8,1,93,20586,3989,Laboratory Technician,1,Medical,1,1684,4,Male,2,2,3,3,Single,1,Y,Yes,11,1,80,0,5,3,5,4,1,2,Yes
38,Travel_Rarely,1495,Research & Development,4,1,87,26176,3306,Laboratory Technician,2,Medical,1,1687,4,Female,3,5,3,3,Married,7,Y,No,19,4,80,1,7,2,0,0,0,0,No
53,Travel_Rarely,1395,Research & Development,24,3,48,3458,7005,Healthcare Representative,4,Medical,1,1689,2,Male,4,2,4,3,Married,3,Y,No,15,3,80,0,11,3,4,3,1,2,No
48,Travel_Frequently,708,Sales,7,1,95,11740,2655,Sales Representative,2,Medical,1,1691,4,Female,3,3,3,3,Married,2,Y,Yes,11,3,80,2,19,3,9,7,7,7,Yes
32,Travel_Rarely,1259,Research & Development,2,1,95,24852,1393,Laboratory Technician,4,Life Sciences,1,1692,4,Male,3,2,2,3,Single,1,Y,No,12,1,80,0,1,3,1,0,0,0,Yes
26,Non-Travel,786,Research & Development,7,1,76,11925,2570,Laboratory Technician,3,Medical,1,1693,4,Male,3,5,4,4,Single,1,Y,No,20,3,80,0,7,3,7,7,5,7,No
55,Travel_Rarely,1441,Research & Development,22,1,94,23737,3537,Research Scientist,3,Technical Degree,1,1694,1,Male,2,1,2,3,Divorced,5,Y,No,12,4,80,1,8,3,4,2,1,2,No
34,Travel_Rarely,1157,Research & Development,5,2,57,11912,3986,Laboratory Technician,2,Medical,1,1696,2,Male,2,3,4,3,Married,1,Y,No,14,3,80,1,15,4,15,10,4,13,No
60,Travel_Rarely,370,Research & Development,1,3,92,20467,10883,Healthcare Representative,4,Medical,1,1697,3,Male,1,2,4,4,Divorced,3,Y,No,20,3,80,1,19,4,1,0,0,0,No
33,Travel_Rarely,267,Research & Development,21,1,79,13637,2028,Laboratory Technician,3,Medical,1,1698,2,Male,4,6,2,3,Married,1,Y,No,18,4,80,3,14,3,14,11,2,13,No
37,Travel_Frequently,1278,Sales,1,2,31,7677,9525,Sales Executive,4,Medical,1,1700,3,Male,1,2,4,3,Divorced,1,Y,No,14,3,80,2,6,2,6,3,1,3,No
34,Travel_Rarely,678,Research & Development,19,1,35,20338,2929,Research Scientist,3,Life Sciences,1,1701,2,Female,2,3,4,3,Married,1,Y,No,12,2,80,0,10,3,10,9,8,7,No
23,Travel_Rarely,427,Sales,7,1,99,25103,2275,Sales Representative,3,Life Sciences,1,1702,3,Male,3,2,4,4,Divorced,1,Y,Yes,21,2,80,1,3,3,3,2,0,2,Yes
44,Travel_Rarely,921,Research & Development,2,3,96,14810,7879,Healthcare Representative,3,Life Sciences,1,1703,3,Female,4,2,4,3,Married,1,Y,Yes,19,2,80,1,9,3,8,7,6,7,No
35,Travel_Frequently,146,Research & Development,2,1,79,13970,4930,Research Scientist,4,Medical,1,1704,1,Male,2,2,4,3,Single,0,Y,Yes,14,3,80,0,6,4,5,4,1,4,No
43,Travel_Rarely,1179,Sales,2,2,73,6069,7847,Sales Executive,3,Medical,1,1706,4,Male,3,3,4,3,Married,1,Y,Yes,17,1,80,1,10,3,10,9,8,8,No
24,Travel_Rarely,581,Research & Development,9,1,62,17616,4401,Research Scientist,3,Medical,1,1707,3,Male,4,1,3,3,Married,1,Y,No,16,4,80,1,5,3,5,3,0,4,No
41,Travel_Rarely,918,Sales,6,3,35,15869,9241,Sales Executive,3,Marketing,1,1708,4,Male,3,3,3,3,Single,1,Y,No,12,2,80,0,10,3,10,8,8,7,No
29,Travel_Rarely,1082,Research & Development,9,1,43,25412,2974,Laboratory Technician,4,Medical,1,1709,4,Female,3,2,3,3,Married,9,Y,No,17,3,80,1,9,3,5,3,1,2,No
36,Travel_Rarely,530,Sales,2,2,51,7439,4502,Sales Representative,4,Life Sciences,1,1710,3,Female,3,2,4,3,Single,3,Y,No,15,3,80,0,17,2,13,7,6,7,No
45,Non-Travel,1238,Research & Development,1,3,74,3395,10748,Healthcare Representative,1,Life Sciences,1,1712,3,Male,2,3,3,4,Married,3,Y,No,23,4,80,1,25,2,23,15,14,4,No
24,Travel_Rarely,240,Human Resources,22,1,58,11585,1555,Human Resources,1,Human Resources,1,1714,4,Male,1,2,3,3,Married,1,Y,No,11,3,80,1,1,3,1,0,0,0,Yes
47,Travel_Frequently,1093,Sales,9,4,82,24164,12936,Sales Executive,3,Life Sciences,1,1716,3,Male,1,3,3,3,Married,7,Y,No,11,3,80,0,25,1,23,5,14,10,Yes
26,Travel_Rarely,390,Research & Development,17,1,62,6217,2305,Laboratory Technician,4,Medical,1,1718,4,Male,1,3,3,3,Married,1,Y,No,15,3,80,3,3,4,3,2,0,2,No
45,Travel_Rarely,1005,Research & Development,28,4,48,17119,16704,Research Director,2,Technical Degree,1,1719,4,Female,2,2,2,3,Single,1,Y,No,11,3,80,0,21,3,21,6,8,6,No
32,Travel_Frequently,585,Research & Development,10,1,56,17360,3433,Research Scientist,3,Life Sciences,1,1720,1,Male,3,3,3,3,Married,6,Y,No,13,1,80,1,10,2,5,2,1,3,No
31,Travel_Rarely,741,Research & Development,2,1,69,18103,3477,Laboratory Technician,4,Life Sciences,1,1721,2,Male,3,2,3,3,Married,1,Y,No,14,4,80,1,6,4,5,2,0,3,No
41,Non-Travel,552,Human Resources,4,2,60,20794,6430,Human Resources,3,Human Resources,1,1722,3,Male,1,4,2,3,Married,6,Y,No,19,2,80,1,10,3,3,2,1,2,No
40,Travel_Rarely,369,Research & Development,8,2,92,5041,6516,Manufacturing Director,2,Life Sciences,1,1724,2,Female,3,3,1,3,Married,2,Y,Yes,16,2,80,1,18,3,1,0,0,0,No
24,Travel_Rarely,506,Research & Development,29,1,91,3622,3907,Laboratory Technician,1,Medical,1,1725,2,Male,3,2,1,3,Divorced,1,Y,No,13,2,80,3,6,4,6,2,1,2,No
46,Travel_Rarely,717,Research & Development,13,2,34,9697,5562,Healthcare Representative,4,Life Sciences,1,1727,3,Male,3,3,2,3,Single,6,Y,No,14,4,80,0,19,3,10,7,0,9,No
35,Travel_Rarely,1370,Research & Development,27,2,49,5151,6883,Manufacturing Director,4,Life Sciences,1,1728,4,Male,3,3,3,3,Married,2,Y,No,16,2,80,1,17,3,7,7,0,7,No
30,Travel_Rarely,793,Research & Development,16,1,33,3811,2862,Research Scientist,1,Life Sciences,1,1729,2,Male,3,2,4,3,Married,1,Y,No,12,2,80,1,10,2,10,0,0,8,No
47,Non-Travel,543,Sales,2,2,87,3536,4978,Sales Executive,4,Marketing,1,1731,3,Male,3,3,2,3,Married,7,Y,No,11,4,80,1,4,1,1,0,0,0,No
46,Travel_Rarely,1277,Sales,2,3,74,5596,10368,Sales Executive,3,Life Sciences,1,1732,3,Male,3,5,4,3,Divorced,4,Y,Yes,12,2,80,1,13,2,10,6,0,3,No
36,Travel_Rarely,1456,Sales,13,2,96,8658,6134,Sales Executive,5,Marketing,1,1733,2,Male,2,3,1,3,Divorced,5,Y,Yes,13,2,80,3,16,3,2,2,2,2,Yes
32,Travel_Rarely,964,Sales,1,2,34,12147,6735,Sales Executive,2,Life Sciences,1,1734,1,Male,1,2,2,3,Single,6,Y,No,15,2,80,0,10,3,0,0,0,0,Yes
23,Travel_Rarely,160,Research & Development,4,1,51,12862,3295,Laboratory Technician,1,Medical,1,1735,3,Female,3,3,2,3,Single,1,Y,No,13,3,80,0,3,1,3,2,1,2,No
31,Travel_Frequently,163,Research & Development,24,2,30,6670,5238,Manufacturing Director,1,Technical Degree,1,1736,4,Female,3,3,4,4,Single,2,Y,No,20,4,80,0,9,2,5,4,1,4,No
39,Non-Travel,792,Research & Development,1,2,77,8989,6472,Laboratory Technician,3,Life Sciences,1,1737,4,Male,3,2,4,3,Married,1,Y,Yes,15,4,80,1,9,3,9,8,5,8,No
32,Travel_Rarely,371,Sales,19,3,80,3840,9610,Sales Executive,3,Life Sciences,1,1739,4,Male,1,2,3,3,Married,3,Y,No,13,3,80,1,10,1,4,3,0,2,No
40,Travel_Rarely,611,Sales,7,5,88,4349,19833,Manager,4,Medical,1,1740,2,Male,3,3,2,3,Single,1,Y,No,14,2,80,0,21,2,21,8,12,8,No
45,Travel_Rarely,176,Human Resources,4,3,56,6595,9756,Human Resources,3,Life Sciences,1,1744,3,Female,1,2,3,4,Married,4,Y,No,21,3,80,2,9,4,5,0,0,3,No
30,Travel_Frequently,1312,Research & Development,2,1,78,26427,4968,Research Scientist,4,Technical Degree,1,1745,4,Female,2,2,1,3,Single,0,Y,No,16,4,80,0,10,3,9,7,0,7,No
24,Travel_Frequently,897,Human Resources,10,1,59,2097,2145,Human Resources,3,Medical,1,1746,1,Male,3,2,4,3,Married,0,Y,No,14,4,80,1,3,3,2,2,2,1,No
30,Travel_Frequently,600,Human Resources,8,1,66,9732,2180,Human Resources,3,Human Resources,1,1747,3,Female,2,0,4,3,Divorced,6,Y,No,11,3,80,1,6,2,4,2,1,2,Yes
31,Travel_Rarely,1003,Sales,5,2,51,20943,8346,Sales Executive,3,Technical Degree,1,1749,1,Male,3,3,3,3,Married,1,Y,No,19,3,80,1,6,3,5,2,0,2,No
27,Travel_Rarely,1054,Research & Development,8,1,67,6152,3445,Research Scientist,3,Medical,1,1751,3,Female,3,5,4,3,Single,1,Y,No,11,3,80,0,6,2,6,2,1,4,No
29,Travel_Rarely,428,Sales,9,1,52,14630,2760,Sales Representative,3,Marketing,1,1752,2,Female,1,3,2,3,Single,1,Y,No,13,3,80,0,2,3,2,2,2,2,Yes
29,Travel_Frequently,461,Research & Development,1,2,70,23060,6294,Healthcare Representative,3,Life Sciences,1,1753,4,Male,4,5,3,3,Single,8,Y,Yes,12,4,80,0,10,4,3,2,0,2,No
30,Travel_Rarely,979,Sales,15,3,94,3088,7140,Sales Executive,2,Marketing,1,1754,3,Male,2,2,1,3,Divorced,2,Y,No,11,1,80,1,12,3,7,7,1,7,No
34,Travel_Rarely,181,Research & Development,2,1,97,5586,2932,Research Scientist,4,Medical,1,1755,4,Male,4,3,4,3,Married,0,Y,Yes,14,1,80,3,6,3,5,0,1,2,No
33,Non-Travel,1283,Sales,2,2,62,10697,5147,Sales Executive,3,Marketing,1,1756,4,Female,3,2,2,3,Single,8,Y,No,15,4,80,0,13,2,11,7,1,7,No
49,Travel_Rarely,1313,Sales,11,2,80,8191,4507,Sales Executive,4,Marketing,1,1757,4,Female,3,1,4,3,Single,3,Y,No,12,3,80,0,8,4,5,1,0,4,No
33,Travel_Rarely,211,Sales,16,3,74,10092,8564,Sales Executive,3,Life Sciences,1,1758,1,Female,3,2,1,4,Single,2,Y,Yes,20,3,80,0,11,2,0,0,0,0,Yes
38,Travel_Frequently,594,Research & Development,2,1,75,15963,2468,Laboratory Technician,2,Medical,1,1760,3,Female,2,4,2,3,Married,4,Y,No,14,2,80,1,9,2,6,1,0,5,No
31,Travel_Rarely,1079,Sales,16,3,70,19002,8161,Sales Executive,4,Marketing,1,1761,1,Male,3,2,3,3,Married,2,Y,No,13,1,80,3,10,3,1,0,0,0,Yes
29,Travel_Rarely,590,Research & Development,4,1,91,10007,2109,Research Scientist,3,Technical Degree,1,1762,4,Female,2,2,1,3,Divorced,1,Y,No,13,3,80,1,1,3,1,0,0,0,No
30,Travel_Rarely,305,Research & Development,16,2,58,9128,5294,Healthcare Representative,3,Life Sciences,1,1763,3,Male,4,3,3,3,Married,3,Y,No,16,3,80,1,10,3,7,0,1,7,No
32,Non-Travel,953,Research & Development,5,1,65,17674,2718,Research Scientist,4,Technical Degree,1,1764,2,Male,3,3,2,3,Single,2,Y,No,14,2,80,0,12,3,7,7,0,7,No
38,Travel_Rarely,833,Research & Development,18,2,60,24539,5811,Healthcare Representative,3,Medical,1,1766,2,Male,1,2,4,3,Married,3,Y,Yes,16,3,80,1,15,3,1,0,1,0,No
43,Travel_Frequently,807,Research & Development,17,1,38,15587,2437,Research Scientist,3,Technical Degree,1,1767,3,Male,2,4,3,3,Married,9,Y,Yes,16,4,80,1,6,3,1,0,0,0,Yes
42,Travel_Rarely,855,Research & Development,12,1,57,8952,2766,Laboratory Technician,3,Medical,1,1768,2,Male,3,6,2,4,Divorced,8,Y,No,22,2,80,3,7,2,5,3,0,4,No
55,Travel_Rarely,478,Research & Development,2,5,60,19805,19038,Research Director,3,Medical,1,1770,3,Male,2,2,1,3,Married,8,Y,No,12,2,80,3,34,3,1,0,0,0,No
33,Non-Travel,775,Research & Development,4,2,90,6194,3055,Research Scientist,3,Technical Degree,1,1771,4,Male,3,2,2,3,Divorced,5,Y,No,15,4,80,2,11,2,9,8,1,7,No
41,Travel_Rarely,548,Research & Development,9,1,94,20520,2289,Laboratory Technician,4,Life Sciences,1,1772,3,Male,3,2,1,4,Divorced,1,Y,No,20,2,80,2,5,3,5,3,0,4,No
34,Non-Travel,1375,Sales,10,2,87,12313,4001,Sales Executive,3,Life Sciences,1,1774,4,Male,3,3,3,3,Divorced,1,Y,Yes,14,3,80,1,15,3,15,14,0,7,No
53,Non-Travel,661,Research & Development,1,4,60,22308,12965,Manufacturing Director,4,Medical,1,1775,1,Female,2,2,3,4,Married,4,Y,Yes,20,4,80,3,27,2,3,2,0,2,No
43,Travel_Rarely,244,Human Resources,2,1,97,5033,3539,Human Resources,3,Life Sciences,1,1778,2,Male,3,5,4,3,Single,0,Y,No,13,2,80,0,10,3,9,7,1,8,No
34,Travel_Rarely,511,Sales,3,2,32,25353,6029,Sales Executive,2,Life Sciences,1,1779,4,Female,1,3,4,3,Single,5,Y,No,12,1,80,0,6,3,2,2,2,2,No
21,Travel_Rarely,337,Sales,7,1,31,4567,2679,Sales Representative,1,Marketing,1,1780,2,Male,3,3,2,3,Single,1,Y,No,13,2,80,0,1,3,1,0,1,0,Yes
38,Travel_Rarely,1153,Research & Development,6,1,40,16376,3702,Laboratory Technician,2,Other,1,1782,4,Female,2,3,3,3,Married,1,Y,No,11,2,80,1,5,3,5,4,0,4,No
22,Travel_Rarely,1294,Research & Development,8,1,79,15999,2398,Laboratory Technician,1,Medical,1,1783,3,Female,3,6,1,3,Married,1,Y,Yes,17,3,80,0,1,3,1,0,0,0,Yes
31,Travel_Rarely,196,Sales,29,2,91,13402,5468,Sales Executive,4,Marketing,1,1784,1,Female,2,3,4,3,Married,1,Y,No,14,1,80,2,13,3,12,7,5,7,No
51,Travel_Rarely,942,Research & Development,3,3,53,22984,13116,Manager,3,Technical Degree,1,1786,1,Female,3,2,3,3,Married,2,Y,No,11,4,80,0,15,3,2,2,2,2,No
37,Travel_Rarely,589,Sales,9,2,46,8800,4189,Sales Executive,2,Marketing,1,1787,2,Male,2,2,2,3,Married,1,Y,No,14,1,80,2,5,3,5,2,0,3,No
46,Travel_Rarely,734,Research & Development,2,5,46,14218,19328,Research Director,4,Medical,1,1789,3,Male,3,3,4,3,Divorced,7,Y,Yes,17,3,80,1,24,3,2,1,2,2,No
36,Travel_Rarely,1383,Research & Development,10,3,90,25949,8321,Healthcare Representative,3,Life Sciences,1,1790,4,Male,3,1,1,3,Married,7,Y,Yes,13,4,80,1,15,3,12,8,5,7,No
44,Travel_Frequently,429,Research & Development,1,1,99,11092,2342,Research Scientist,2,Medical,1,1792,3,Male,3,2,2,3,Divorced,1,Y,Yes,12,3,80,3,6,2,5,3,2,3,Yes
37,Travel_Rarely,1239,Human Resources,8,2,89,12832,4071,Human Resources,2,Other,1,1794,3,Male,3,4,2,3,Divorced,2,Y,No,13,3,80,0,19,2,10,0,4,7,No
35,Travel_Rarely,303,Sales,27,2,84,13492,5813,Sales Executive,3,Life Sciences,1,1797,3,Male,3,2,4,3,Single,1,Y,Yes,18,4,80,0,10,3,10,7,7,7,Yes
33,Travel_Rarely,867,Research & Development,8,1,90,6076,3143,Research Scientist,4,Life Sciences,1,1798,4,Male,4,1,1,3,Married,6,Y,No,19,2,80,1,14,3,10,8,7,6,No
28,Travel_Rarely,1181,Research & Development,1,1,82,5531,2044,Research Scientist,3,Life Sciences,1,1799,3,Male,3,6,4,3,Married,1,Y,No,11,3,80,1,5,4,5,3,0,3,No
39,Travel_Rarely,1253,Research & Development,10,3,65,7914,13464,Research Director,1,Medical,1,1800,3,Male,3,3,3,4,Single,7,Y,No,21,3,80,0,9,3,4,3,2,2,No
46,Non-Travel,849,Sales,26,2,98,25166,7991,Sales Executive,2,Life Sciences,1,1801,2,Male,2,3,2,3,Single,8,Y,No,15,3,80,0,6,3,2,2,2,2,No
40,Travel_Rarely,616,Research & Development,2,1,99,25605,3377,Laboratory Technician,2,Life Sciences,1,1802,3,Female,3,5,1,3,Married,4,Y,No,17,4,80,1,7,2,4,3,0,2,No
42,Travel_Rarely,1128,Research & Development,13,2,95,5696,5538,Healthcare Representative,3,Medical,1,1803,2,Male,4,2,1,3,Married,5,Y,No,18,3,80,2,10,2,0,0,0,0,No
35,Non-Travel,1180,Research & Development,2,2,90,24442,5762,Manufacturing Director,2,Medical,1,1804,2,Male,3,6,4,3,Divorced,2,Y,No,14,3,80,1,15,3,7,7,1,7,No
38,Non-Travel,1336,Human Resources,2,1,100,7129,2592,Human Resources,3,Human Resources,1,1805,1,Male,3,3,2,3,Divorced,5,Y,No,13,4,80,3,13,3,11,10,3,8,No
